news_text,d_pol,doc_id,company_name,positive,negative,neutral,sents,s_pol,terms_neg,terms_pos
,,28471,ABB Ltd,,,,It is therefore vital  that these rapidly expanding urban hubs take proactive  steps to reduce  their carbon emissions and e-mobility is a key factor in achieving this,Positive,[],"['vital', 'proactive', 'reduce']"
,,28471,ABB Ltd,,,,But for e-mobility to be viable in high density cities where time is short and space is at a premium  solutions must be developed which address these challenges,Positive,[],['premium']
,,28471,ABB Ltd,,,,The Terra 184 charger the latest member of ABBs best-selling Terra family of chargers is fast  compact  robust  and provides  the ability to charge up to three vehicles simultaneously3 maximizing convenience  for drivers and revenue for the charging operator,Positive,[],"['fast', 'compact', 'robust', 'provides', 'convenience']"
,,28471,ABB Ltd,,,,Indeed its innovative  design means there is no need for separately installed power cabinets offering the perfect  fast  and compact  solution for cities with limited space Over the last decade ABB has laid the foundation for the future of sustainable  transportation,Positive,[],"['innovative', 'perfect', 'fast', 'compact', 'sustainable']"
,,28471,ABB Ltd,,,,It is highly customizable  with features including customized credit card payment terminal screen and cables which have also been designed at 8 meters for maximum charging convenience ,Positive,[],"['customizable', 'convenience']"
,,28471,ABB Ltd,,,,For added flexibility  operators of other Terra models such as the Terra 94 or 124 can in the future chose to upgrade their charging solution to the Terra 184 with the addition of extra power modules,Positive,[],['flexibility']
,,28471,ABB Ltd,,,,It offers a safe  smart and sustainable  charging solution which supports ABB Electrifications Mission to Zero a vision for a zero-emission reality for all,Positive,[],"['safe', 'sustainable']"
,,28471,ABB Ltd,,,,ABB has unrivalled expertise  in developing sustainable  transport solutions,Positive,[],"['expertise', 'sustainable']"
,,28471,ABB Ltd,,,,Since entering the EV-charging market a decade ago ABB has sold more than 14000 ABB DC fast  chargers across more than 80 countries,Positive,[],['fast']
,,28471,ABB Ltd,,,,ABB recently received the Global E-mobility Leader 2019 award  for its role in supporting  the international adoption of sustainable  transport solutions,Positive,[],"['award', 'supporting', 'sustainable']"
,,28471,ABB Ltd,,,,SIX Swiss Ex is a global technology company that energizes the transformation of society and industry to achieve a more productive  sustainable  future,Positive,[],"['productive', 'sustainable']"
,,28471,ABB Ltd,,,,With a history of excellence  stretching back more than 130 years ABBs success  is driven by about 110000 talented  employees in over 100 countries,Positive,[],"['excellence', 'success', 'talented']"
"With more than half a year passed, customers may be wondering where the 2020 Acer Predator Helios 300 is? Considering the price-to-performance ratio of the 2019 model and how it arrived slightly earlier to the market, it was only a matter of time before the company refreshed it. The new version now comes with Intels latest 10th-generation Core i7-10750H processor, a 6-core part which can boost up to 5.00GHz. This powerful CPU is paired with an RTX 2060 with 6GB of GDDR6 video memory. With that 1080p 144Hz display, youll effortlessly be able to hit high framerates with this kind of hardware, even in the most demanding of titles and the 2020 Acer Predator Helios 300 will keep its thermals in check while doing so too. Several reviews do mention that the thermal design of the latest model is the same one as the previous version, but heres something extra for you. Where the 2019 model was offered with only 256GB of storage, Acer has upped it up to 512GB of NVMe storage and has also provided two extra slots with which you upgrade your existing storage. You also have 16GB of DDR4 RAM, which is expandable down the road if you wish. For those clamoring for RGB lighting, your prayers have been answered, with the 2020 Acer Predator Helios 300s keyboard providing 4-zone RGB backlighting. Theres also a Wi-Fi 6 card that can be swapped out, but honestly, why would you need to? For $1,199, this is one of the most compelling gaming laptops you can get right now, considering the hardware youre getting in return.
",Positive,28473,Acer Inc,[0.417],[],[0.146],Considering the price-to-performance ratio of the 2019 model and how it arrived slightly earlier to the market it was only a matter of time before the company refreshed  it,Positive,[],['refreshed']
,,28473,Acer Inc,,,,The new version now comes with Intels latest 10th-generation Core i7-10750H processor a 6-core part which can boost  up to 500GHz,Positive,[],['boost']
,,28473,Acer Inc,,,,With that 1080p 144Hz display youll effortlessly be able  to hit high framerates with this kind of hardware even in the most demanding of titles and the 2020 Acer Predator Helios 300 will keep its thermals in check while doing so too,Positive,[],['able']
,,28473,Acer Inc,,,,Where the 2019 model was offered with only 256GB of storage Acer has upped it up to 512GB of NVMe storage and has also provided  two extra slots with which you upgrade your existing storage,Positive,[],['provided']
,,28473,Acer Inc,,,,For $1199 this is one of the most compelling  gaming laptops you can get right  now considering the hardware youre getting in return,Positive,[],"['compelling', 'right']"
"Mahindra Group on Thursday announced the appointment of Amit Raje as Executive Vice President for partnerships and alliance to help it scale up its high-potential businesses and deliver technology to strengthen its market position. Raje will report to Deputy Managing Director and Group CFO Anish Shah, a release said. Prior to moving to the USD 19.4 billion Mahindra Group, Raje was with Goldman Sachs as Managing Director in principal investing area. ""Partnerships and alliances will play a pivotal role in implementing our growth strategy and we are delighted to have Amit onboard,"" Shah said in the release. ""Amit's expertise and vast knowledge will help enhance the value for all our stakeholders. He is bringing not just his deep domain expertise but also a strong value and purpose focus that blends well with our Group's Rise philosophy,"" he added. Raje will be responsible for leading mergers and acquisitions and investor relations. Besides, he will drive growth and profitability by forging partnerships and alliances to help high-potential businesses scale up and deliver technology that strengthens the Group's market position, the release said. He will also enhance investor engagement and work closely with our businesses to create value for the shareholders, it added. ""It is an honour and a matter of pride to be joining the executive team of the Mahindra Group. I am thrilled to be joining the group at its inflection point of growth and transformation and I am committed to building and delivering on our strategy,"" Raje said. This story has been published from a wire agency feed without modifications to the text. Subscribe to newsletters * Enter a valid email * Thank you for subscribing to our newsletter. Share Via
",Positive,28477,Mahindra & Mahindra Limited,[0.714],[],[0.071],Mahindra Group on Thursday announced the appointment of Amit Raje as Executive Vice President for partnerships and alliance to help  it scale  up its high-potential businesses and deliver technology to strengthen  its market position,Positive,[],"['help', 'scale', 'strengthen']"
,,28477,Mahindra & Mahindra Limited,,,,Partnerships and alliances will play a pivotal role in implementing our growth  strategy and we are delighted  to have Amit onboard Shah said in the release,Positive,[],"['growth', 'delighted']"
,,28477,Mahindra & Mahindra Limited,,,,Amits expertise  and vast knowledge will help  enhance  the value for all our stakeholders,Positive,[],"['expertise', 'help', 'enhance']"
,,28477,Mahindra & Mahindra Limited,,,,He is bringing not just his deep domain expertise  but also a strong  value and purpose focus that blends well  with our Groups Rise philosophy he added,Positive,[],"['expertise', 'strong', 'well']"
,,28477,Mahindra & Mahindra Limited,,,,Besides he will drive growth  and profitability by forging partnerships and alliances to help  high-potential businesses scale  up and deliver technology that strengthens the Groups market position the release said,Positive,[],"['growth', 'help', 'scale']"
,,28477,Mahindra & Mahindra Limited,,,,He will also enhance  investor engagement and work closely with our businesses to create value for the shareholders it added,Positive,[],['enhance']
,,28477,Mahindra & Mahindra Limited,,,,It is an honour and a matter of pride  to be joining the executive team of the Mahindra Group,Positive,[],['pride']
,,28477,Mahindra & Mahindra Limited,,,,I am thrilled  to be joining the group at its inflection point of growth  and transformation,Positive,[],"['thrilled', 'growth']"
,,28477,Mahindra & Mahindra Limited,,,,and I am committed  to building and delivering on our strategy Raje said,Positive,[],['committed']
,,28477,Mahindra & Mahindra Limited,,,,* Thank  you for subscribing to our newsletter,Positive,[],['Thank']
"Bharat Petroleum's Corporate Research & Development Centre (CRDC) has bagged as many as 62 patents since its inception 19 years ago and is awaiting 68 more. Since its establishment in July 2001, CRDC has developed a bouquet of innovations, bagging as many as 62 patents from the country as well as abroad, including the US and Europe, and 68 more are pending for approvals. ""Of the total patented innovations, around 20 are already commercialised and are deployed at various BPCL facilities,"" Sanjay Bhargava, executive director and chief of CRDC, told PTI over phone from New Delhi. Within the next one month they will be filing for five-six patents as well, he added. The centre, with an annual budget of Rs 80-100 crore, has published 141 research articles and its innovations are cited in five books, Bhargava said. CRDC, recognised by the Department of Scientific & Industrial Research, has been set up with a mission to transform ideas into innovations. Some of the notable patented innovations are BPMarrk, which is an intelligent tool for advanced assaying of crude oils, which characterises and evaluates crudes at a fraction of the time taken by traditional assaying methods that take a month at least. ""BPMarrk drastically slashes the time required to generate results from three to four weeks to merely one hour. This is patented in India, the US, Europe and Africa,"" Bhargava said. Another patented innovation is the K-Model, a software for quick and accurate prediction of crude oils' blend compatibility and blend optimisation that are generated within minutes compared to a traditional process that takes several weeks. The K-Model is getting completed for commercial deployment at a private refinery and is being contract manufactured by a Baroda-based company, he said. Bharat GSR CAT is a high-performance catalyst for reduction of sulphur in gasoline. This is the world's first catalyst prepared from fluid catalytic cracking unit (FCCU) spent catalyst. The novel catalyst is only one-third the cost of imported alternatives, he said. Bharat Ecochem is a patented fuel additive that protects the metallurgy of fuel tank and other accessories of vehicles running on ethanol-blended petrol. Another innovation called Bharat Neutrachem is a patented to neutralise amine system to prevent corrosion in refinery columns' overhead circuits. It is deployed in its Kochi Refinery. Then there are CO Promoter or COP-CAT which is a superior additive promoting complete combustion in FCCU regenerator dense catalyst bed and is deployed in Mumbai Refinery. BPCL is the third company in the world after Exxon-Mobil and Chevron to have such a technology, Bhargava said. The patented Drag-Reducing Additive enhances the flow of finished products in cross-country pipelines. Its Diesel Lubricity Additive or LDA improves the lubricity of high-speed diesel and its Divided Wall Column Technology is a novel 4-cut divided wall column configuration that improve separation of naphtha, compared to conventional distillation columns. Bharat Petroleum is the first domestic company to demonstrate this technology, he said. CRDC is based in New Delhi to nurture ""fertile ideas"" and grooms them into ""mature innovations"". It provides vital support to the strategic business units of BPCL refineries, and carries out frontline research in an slew of areas from advanced technology development for refining and petrochemical processes, to alternative energy. It also provides extensive R&D support in alternative energy. Other research initiatives include waste heat utilisation, swappable batteries for electric vehicles, solar power and emerging energy solutions.
",Positive,28474,Bharat Petroleum Corporation Ltd,[0.444],[0.056],[0.13],Bharat Petroleums Corporate Research & Development Centre CRDC has bagged  as many as 62 patents since its inception 19 years ago and is awaiting 68 more,Positive,[],['bagged']
,,28474,Bharat Petroleum Corporation Ltd,,,,CRDC recognised by the Department of Scientific & Industrial Research has been set up with a mission to transform  ideas into innovations,Positive,[],['transform']
,,28474,Bharat Petroleum Corporation Ltd,,,,Some of the notable patented innovations are BPMarrk which is an intelligent  tool for advanced  assaying of crude oils which characterises and evaluates crudes at a fraction of the time taken by traditional assaying methods that take a month at least,Positive,[],"['intelligent', 'advanced']"
,,28474,Bharat Petroleum Corporation Ltd,,,,BPMarrk drastically  slashes the time required to generate results from three to four weeks to merely one hour,Negative,['drastically'],[]
,,28474,Bharat Petroleum Corporation Ltd,,,,Another patented innovation  is the K-Model a software for quick and accurate prediction of crude oils blend compatibility and blend optimisation that are generated within minutes compared to a traditional process that takes several weeks,Positive,[],['innovation']
,,28474,Bharat Petroleum Corporation Ltd,,,,Another innovation  called Bharat Neutrachem is a patented to neutralise amine system to prevent  corrosion in refinery columns overhead circuits,Positive,[],"['innovation', 'prevent']"
,,28474,Bharat Petroleum Corporation Ltd,,,,Then there are CO Promoter  or COP-CAT which is a superior additive promoting complete combustion in FCCU regenerator dense catalyst bed and is deployed in Mumbai Refinery,Positive,[],['Promoter']
,,28474,Bharat Petroleum Corporation Ltd,,,,The patented Drag-Reducing Additive enhances  the flow of finished products in cross-country pipelines,Positive,[],['enhances']
,,28474,Bharat Petroleum Corporation Ltd,,,,is a novel  4-cut divided wall column configuration that improve  separation of naphtha compared to conventional distillation columns,Positive,[],"['novel', 'improve']"
,,28474,Bharat Petroleum Corporation Ltd,,,,CRDC is based in New Delhi to nurture fertile ideas and grooms them into mature  innovations,Positive,[],['mature']
,,28474,Bharat Petroleum Corporation Ltd,,,,It provides  vital  support to the strategic business units of BPCL refineries and carries out frontline research in an slew of areas from advanced  technology development for refining and petrochemical processes to alternative energy,Positive,[],"['provides', 'vital', 'advanced']"
,,28474,Bharat Petroleum Corporation Ltd,,,,It also provides  extensive  R&D support in alternative energy,Positive,[],"['provides', 'extensive']"
,,28474,Bharat Petroleum Corporation Ltd,,,,Other research initiatives include waste heat utilisation swappable batteries for electric vehicles solar power and emerging  energy solutions,Positive,[],['emerging']
"India's Jindal Steel & Power Company (JSPL) is set to transfer the group's entire stake in its Oman asset, Jindal Shadeed Iron and Steel, to another promoter group firm, Templar Investments, for an enterprise value of over $1 billion, reported the Business Standard. Jindal Shadeed owns and operates a 2 million tonnes per annum (MTPA) steel melting shop (SMS) thus making it Omans first and largest SMS, and also the third largest steel plant in the Middle East & Gulf Region. The facility at Sohar, Oman is powered by an integrated and highly automated steel plant, with 1.5 MTPA HBI, 2 MTPA SMS and 1.4 MTPA Rebar Mill. JSPL's segments majorly include iron and steel and power and its product portfolio consists of steel product mix, construction solutions, and construction material and solutions. As per the deal, JSPL's subsidiary, Jindal Steel & Power (Mauritius) has accepted a binding offer from Templar Investments to divest its entire stake in Jindal Shadeed Iron and Steel. Mauritius-based Templar Investments is part of the promoter group of JSPL. The enterprise value of the deal is over $1 billion. The divestment is in line with JSPL's vision and commitment to continuously bring down its debt and deleverage its balance sheet, said the report citing a senior official. ""This sale is in-line with our vision to reduce debt and create a much healthier balance sheet for our investors and stakeholders. We firmly believe in the India growth story,"" remarked VR Sharma, the managing director of JSPL. The transaction is subject to approval from shareholders of JSPL and lenders of JSIS Oman among others. JSPL expects the transaction to close in approximately a month. Shares of JSPL tanked 5.26% to Rs 153.10, following the announcement. On the technical front, JSPL's RSI (relative strength index) stood at 65.188. The RSI oscillates between zero and 100. Traditionally, the RSI is considered overbought when above 70 and oversold when below 30.
",Positive,28475,Jindal Steel & Power Limited,[0.471],[0.088],[0.118],Indias Jindal Steel & Power Company JSPL is set to transfer the groups entire stake in its Oman asset Jindal Shadeed Iron and Steel to another promoter  group firm Templar Investments for an enterprise value of over $1 billion reported the Business Standard,Positive,[],['promoter']
,,28475,Jindal Steel & Power Limited,,,,first and largest  SMS and also the third largest  steel plant in the Middle East & Gulf Region,Positive,[],"['largest', 'largest']"
,,28475,Jindal Steel & Power Limited,,,,The facility at Sohar Oman is powered by an integrated  and highly automated steel plant with 15 MTPA HBI 2 MTPA SMS and 14 MTPA Rebar Mill,Positive,[],['integrated']
,,28475,Jindal Steel & Power Limited,,,,Mauritius-based Templar Investments is part of the promoter  group of JSPL,Positive,[],['promoter']
,,28475,Jindal Steel & Power Limited,,,,The divestment  is in line with JSPLs vision and commitment  to continuously bring down its debt and deleverage its balance sheet said the report citing a senior official,Negative,['divestment'],['commitment']
,,28475,Jindal Steel & Power Limited,,,,This sale is in-line with our vision to reduce  debt and create a much healthier  balance sheet for our investors and stakeholders,Positive,[],"['reduce', 'healthier']"
,,28475,Jindal Steel & Power Limited,,,,We firmly believe in the India growth  story remarked VR Sharma the managing director of JSPL,Positive,[],['growth']
,,28475,Jindal Steel & Power Limited,,,,The transaction is subject to approval  from shareholders of JSPL and lenders of JSIS Oman among others,Positive,[],['approval']
,,28475,Jindal Steel & Power Limited,,,,On the technical front JSPLs RSI relative strength  index stood at 65188,Positive,[],['strength']
"With the acquisition of Bhushan Power & Steel hanging fire and the expansion of Dolvi Works under Covid cloud, JSW Steel's move up the league table of Indian steel producers is now delayed. With an installed capacity of 18 million tonnes, JSW Steel is the third largest steelmaker. Public sector steel major, Steel Authority of India Ltd (SAIL) has an installed capacity of 20.3 million tonnes, confirmed company executives while Tata Steel is at 19.6 million tonnes. Tata Steel figures include Tata Steel standalone, Tata Steel BSL and Tata Steel Long Products. JSW Steel's growth - through organic and inorganic routes - would have restored its position as the largest steelmaker in India this year but the plans are delayed for different reasons. The acquisition of BPSL, having a capacity of three million tonnes, is caught in a legal web and will now be heard in Supreme Court. The five-million-tonne expansion at Dolvi, on the other hand - supposed to be completed in June - had to be postponed due to Covid. ALSO READ: Weak demand, oversupply, price drop to hit steel sector in Q2 FY21: Ind-Ra JSW Steel mentioned in its annual report that it had received permission to restart activities towards the end of April 2020. However, the expansion project was hampered as a number of workers employed by contractors began to head home. ""Further, non-availability of foreign experts (from our technology and equipment suppliers) due to international travel restrictions is also impacting the commissioning schedule,"" it was mentioned in the annual report. The expansion of crude steel capacity at Dolvi Works from 5 to 10 million tonnes, along with the captive power plant and coke oven plant is therefore likely to get delayed into the second half of FY2021. Icra senior vice president, Jayanta Roy, said, JSW Steel, which was poised to become the largest steel player in India at this time in terms of installed capacity is currently the third largest, if one considers Tata Steel's total steel capacity including those of its domestic subsidiaries. ""JSW's large expansion project at Dolvi suffered twice - first because of floods in FY2020 and now because of Covid -19, delaying project implementation,"" he added. Before the auction of steel assets under the Insolvency and Bankruptcy Code (IBC), Tata Steel was in the third position. However, with the acquisition of the 5.6 million tonne Bhushan Steel, it moved up in the pecking order. ALSO READ: Tata Steel's Netherlands plant reaches an agreement with workers on jobs In terms of production, Tata Steel is the largest steel company in India, pointed out company sources. In FY20, Tata Steel's production was at 18.2 million tonnes, SAIL was at 16.15 Million tonnes and JSW at 16.06 million tonnes. However, the scenario could change once JSWs growth plans take off. Also, within the next decade, the company has a plan of taking its capacity to 45 million tonnes. LEAGUE TABLE Installed capacity Production SAIL: 20.3 million tonnes Tata Steel: 18.2 million tonnes Tata Steel: 19.6 million tonnes SAIL: 16.15 million tonnes JSW Steel: 18 million tonnes JSW Steel: 16.06 million tonnes *Tata Steel figures include Tata Steel standalone, Tata Steel BSL and Tata Steel Long Products
",Negative,28476,JSW Steel Ltd,[0.3],[0.525],[0.087],With the acquisition of Bhushan Power & Steel hanging fire and the expansion  of Dolvi Works under Covid cloud  JSW Steels move up the league table of Indian steel producers is now delayed ,Negative,"['cloud', 'delayed']",['expansion']
,,28476,JSW Steel Ltd,,,,With an installed capacity of 18 million tonnes JSW Steel is the third largest  steelmaker,Positive,[],['largest']
,,28476,JSW Steel Ltd,,,,JSW Steels growth  - through organic and inorganic routes - would have restored  its position as the largest  steelmaker in India this year but the plans are delayed  for different reasons,Positive,['delayed'],"['growth', 'restored', 'largest']"
,,28476,JSW Steel Ltd,,,,The acquisition of BPSL having a capacity of three million tonnes is caught  in a legal web and will now be heard in Supreme Court,Negative,['caught'],[]
,,28476,JSW Steel Ltd,,,,The five-million-tonne expansion  at Dolvi on the other hand - supposed to be completed in June - had to be postponed due to Covid,Positive,[],['expansion']
,,28476,JSW Steel Ltd,,,,Weak  demand oversupply price drop to hit steel sector in Q2 FY21:,Negative,['Weak'],[]
,,28476,JSW Steel Ltd,,,,However the expansion  project was hampered  as a number of workers employed by contractors began to head home,Negative,['hampered'],['expansion']
,,28476,JSW Steel Ltd,,,,The expansion  of crude steel capacity at Dolvi Works from 5 to 10 million tonnes along with the captive power plant and coke oven plant is therefore likely to get delayed  into the second half of FY2021,Negative,['delayed'],['expansion']
,,28476,JSW Steel Ltd,,,,Icra senior vice president Jayanta Roy said JSW Steel which was poised  to become the largest  steel player in India at this time in terms of installed capacity is currently the third largest  if one considers Tata Steels total steel capacity including those of its domestic subsidiaries,Positive,[],"['poised', 'largest', 'largest']"
,,28476,JSW Steel Ltd,,,,JSWs large  expansion  project at Dolvi suffered  twice - first because of floods in FY2020 and now because of Covid -19 delaying  project implementation he added,Negative,"['suffered', 'delaying']","['large', 'expansion']"
,,28476,JSW Steel Ltd,,,,Before the auction of steel assets under the Insolvency  and Bankruptcy  Code IBC Tata Steel was in the third position,Negative,"['Insolvency', 'Bankruptcy']",[]
,,28476,JSW Steel Ltd,,,,In terms of production Tata Steel is the largest  steel company in India pointed out company sources,Positive,[],['largest']
,,28476,JSW Steel Ltd,,,,However the scenario could change once JSWs growth  plans take off,Positive,[],['growth']
"Phoenix Contact, Quectel and Ericsson have worked together to develop and deploy the first industrial 5G router for local industrial applications in a private 5G network. With the help of the newly developed 5G Router, industrial applications, such as machines, controls and other equipment, can now be connected to a private 5G network and thus be orchestrated in their resource usage, priority and behavior. They therefore offer a decisive advantage compared to previous mobile radio solutions, which can only use all - mostly license-free - radio bands with a best effort principle and which have to accept performance losses in equal measure when the radio spectrum is heavily occupied. To achieve this, all three companies brought their strengths together: Phoenix Contact as the first choice supplier of WLAN, Bluetooth and mobile radio routers for industrial applications, Quectel as the leading global supplier of cellular and GNSS modules and Ericsson supporting the product development as a network supplier and a leading force of the 5G technology development. By starting to interact at an early stage, the three companies have been able to rapidly develop a solution that provides industrial-grade performance over private 5G networks. The collaboration between Quectel, Phoenix Contact and Ericsson has seen extensive interoperability testing at the Ericsson lab to ensure the reliable commercial performance of the 5G router. The experience made is highly important for Ericsson following the strategic approach offering 5G solutions jointly with mobile network operators towards the industry. In addition, all three companies cooperated closely to enable Industry 4.0 applications with this 5G standalone private network. Contact: Dania Liswi+971-4-4370-324 [email protected] SOURCE Phoenix Contact
",Positive,28478,Phoenix Contact,[0.778],[],[0.056],With the help  of the newly developed 5G Router industrial applications such as machines controls and other equipment can now be connected to a private 5G network and thus be orchestrated in their resource usage priority and behavior,Positive,[],['help']
,,28478,Phoenix Contact,,,,They therefore offer a decisive advantage  compared to previous mobile radio solutions which can only use all - mostly license-free - radio bands with a best  effort principle and which have to accept performance losses  in equal measure when the radio spectrum is heavily occupied,Positive,['losses'],"['advantage', 'best']"
,,28478,Phoenix Contact,,,,Ericsson supporting  the product development as a network supplier and a leading force of the 5G technology development,Positive,[],['supporting']
,,28478,Phoenix Contact,,,,By starting to interact at an early stage the three companies have been able  to rapidly develop a solution that provides  industrial-grade performance over private 5G networks,Positive,[],"['able', 'provides']"
,,28478,Phoenix Contact,,,,The collaboration between Quectel Phoenix Contact and Ericsson has seen extensive  interoperability testing at the Ericsson lab to ensure  the reliable  commercial performance of the 5G router,Positive,[],"['extensive', 'ensure', 'reliable']"
,,28478,Phoenix Contact,,,,The experience made is highly important  for Ericsson following the strategic approach offering 5G solutions jointly with mobile network operators towards the industry,Positive,[],['important']
,,28478,Phoenix Contact,,,,In addition all three companies cooperated closely to enable  Industry 40 applications with this 5G standalone private network,Positive,[],['enable']
"Billionaire Mukesh Ambani's Reliance Industries Ltd (RIL) plans to increase its network of aviation fuel stations by 50 per cent as it looks to capture greater market share in the business currently controlled by public sector oil retailing firms. In its latest annual report, RIL said the double-digit growth observed over 52 consecutive months might have been stalled due to the COVID-19 pandemic, but India continues to be one of the fastest growing aviation markets in the world for the fifth consecutive year. RIL, which operates the world's largest single location oil refining complex, plans to capture this opportunity through increased presence at airports to refuel airplanes. Air-passenger traffic in India rose 9 per cent even in February after the Indian carriers recouped to full capacity that was lowered following the closure of a major domestic carrier in the first few months of financial year 2019-20 (April 2019 to March 2020) as well as disruptions at Mumbai airport owing to construction and maintenance, it said. Following the COVID-19 pandemic, while travel restrictions were being imposed elsewhere, India was largely unaffected till the end of March 2020, before the sharp escalation in travel bans globally and lockdowns impacted India's aviation sector too. ""On account of its network strength, cost competitiveness, industry leading technology and best-in-class service standards, RIL improved its volume share in the domestic market,"" according to the annual report. Reliance Aviation has the highest market share in 20 per cent of the operating airports. ""RIL is looking to increase its network to 45 locations as against 30 at the end of FY 2019-20 and is well geared to benefit with the growth in the Indian aviation market,"" it said. India currently has 256 aviation fuel stations, with state-owned Indian Oil Corp (IOC) owning 119 of them. Bharat Petroleum Corp Ltd (BPCL) has 61 and Hindustan Petroleum Corp Ltd (HPCL) the remaining 44. RIL is the largest private aviation fuel retailer with 31 stations, according to the latest data from the oil ministry. In comparison, RIL's auto fuel retailing network is very small. Out of 69,392 petrol pumps in the country, RIL operates 1,398. IOC has the highest number of outlets at 29,208, followed by HPCL with 16,557 and BPCL with 16,309 petrol pumps. Russia's Rosneft-backed Nayara Energy is the biggest private auto fuel retailer with 5,720 petrol pumps. RIL said it registered 9.8 per cent growth in retail diesel sales and 14.7 per cent in retail petrol volume as compared with 1.5 per cent and 6.3 per cent for industry, respectively. During financial year 2019-20, RIL registered over 10 per cent growth in average outlet sales volume. On bulk diesel, RIL said it registered a volume growth of 10.8 per cent, increasing market share to 8.8 per cent, despite expected demand contraction and margin pressure. Direct sales volume would be driven by continued volume growth from railways and sourcing higher volume shares in State Transport Units (STUs), it said.
",Positive,28479,Reliance Industries,[0.55],[0.075],[0.1],Billionaire Mukesh Ambanis Reliance Industries Ltd RIL plans to increase  its network of aviation fuel stations by 50 per cent as it looks to capture greater market share in the business currently controlled by public sector oil retailing firms,Positive,[],['increase']
,,28479,Reliance Industries,,,,In its latest annual report RIL said the double-digit growth  observed over 52 consecutive months might have been stalled due to the COVID-19 pandemic but India continues to be one of the fastest  growing aviation markets in the world for the fifth consecutive year,Positive,[],"['growth', 'fastest']"
,,28479,Reliance Industries,,,,RIL which operates the worlds largest  single location oil refining complex  plans to capture this opportunity through increased  presence at airports to refuel airplanes,Positive,['complex'],"['largest', 'increased']"
,,28479,Reliance Industries,,,,Following the COVID-19 pandemic while travel restrictions were being imposed elsewhere India was largely unaffected  till the end of March 2020 before the sharp escalation in travel bans globally and lockdowns impacted  Indias aviation sector too,Negative,['impacted'],['unaffected']
,,28479,Reliance Industries,,,,On account of its network strength  cost competitiveness industry leading technology and best-in-class service standards RIL improved  its volume share in the domestic market according to the annual report,Positive,[],"['strength', 'improved']"
,,28479,Reliance Industries,,,,RIL is looking to increase  its network to 45 locations as against 30 at the end of FY 2019-20 and is well geared to benefit  with the growth  in the Indian aviation market it said,Positive,[],"['increase', 'benefit', 'growth']"
,,28479,Reliance Industries,,,,RIL is the largest  private aviation fuel retailer with 31 stations according to the latest data from the oil ministry,Positive,[],['largest']
,,28479,Reliance Industries,,,,Russias Rosneft-backed Nayara Energy is the biggest  private auto fuel retailer with 5720 petrol pumps,Positive,[],['biggest']
,,28479,Reliance Industries,,,,RIL said it registered 98 per cent growth  in retail diesel sales and 147 per cent in retail petrol volume as compared with 15 per cent and 63 per cent for industry respectively,Positive,[],['growth']
,,28479,Reliance Industries,,,,During financial year 2019-20 RIL registered over 10 per cent growth  in average outlet sales volume,Positive,[],['growth']
,,28479,Reliance Industries,,,,On bulk diesel RIL said it registered a volume growth  of 108 per cent increasing market share to 88 per cent despite expected demand contraction and margin pressure,Positive,[],['growth']
,,28479,Reliance Industries,,,,Direct sales volume would be driven by continued volume growth  from railways and sourcing higher volume shares in State Transport Units STUs it said,Positive,[],['growth']
